Gene Name	Systematic Name	Motif ID	Sub Motif	Logo	Total Score	DBDs	Expert Confidence	Method Description	Reference	Dubious?	Ranksum GO P	Ranksum GO AUROC	Ranksum GO Term	Mean ChIP chip Score	Mean Expression Score	Concurrence	Add to Cart
PHO4	YFR034C	515	0		12.70	bHLH		PBM	19111667		4.43	0.582	GO:0016491	6.49	1.77	0.00	Add
PHO4	YFR034C	1058	0		10.52	bHLH		ChIP-chip	17500587		2.07	0.455	GO:0005215	1.45	0.87	6.12	Add
PHO4	YFR034C	1306	0		7.91	bHLH		Conservation	12748633		2.09	0.554	GO:0006520	0.18	0.44	5.19	Add
PHO4	YFR034C	1844	0		4.25	bHLH		ChIP-chip	17947326		2.30	0.532	GO:0008150	1.44	0.51	0.00	Add
PHO4	YFR034C	1059	0		3.02	bHLH		ChIP-chip	17500587		1.96	0.588	GO:0005618	0.45	0.61	0.00	Add
PHO4	YFR034C	1240	0		2.93	bHLH		ChIP-chip	12399584		2.26	0.403	GO:0005618	0.05	0.63	0.00	Add
PHO2	YDL106C	1677	0		18.60	Homeodomain		ChIP-chip	17947326		8.45	0.401	GO:0042254	6.79	3.36	0.00	Add
PHO2	YDL106C	794	0		14.17	Homeodomain		PBM	19158363		2.06	0.532	GO:0016787	7.67	0.50	3.94	Add
PHO2	YDL106C	1450	0		13.78	Homeodomain		ChIP-chip, structural prior	17438293		3.81	0.634	GO:0004386	9.45	0.52	0.00	Add
PHO2	YDL106C	505	0		12.98	Homeodomain		PBM	19111667		3.39	0.559	GO:0042254	8.98	0.62	0.00	Add
PHO2	YDL106C	692	0		12.12	Homeodomain		ChIP-chip	16522208		3.24	0.558	GO:0042254	8.28	0.60	0.00	Add
PHO2	YDL106C	1055	0		9.27	Homeodomain		ChIP-chip	17500587		3.44	0.444	GO:0005575	5.03	0.80	0.00	Add
PHO2	YDL106C	1550	0		8.30	Homeodomain		ChIP-chip, conservation, combination of existing motifs	17130146		2.28	0.383	GO:0032989	5.79	0.24	0.00	Add
PHO2	YDL106C	2050	0		8.20	Homeodomain		alignments of various mapped sites	10487868		2.70	0.473	GO:0005737	5.10	0.41	0.00	Add
PHO2	YDL106C	1678	0		7.88	Homeodomain		ChIP-chip	17947326		2.28	0.560	GO:0030234	2.31	0.49	2.80	Add
PHO2	YDL106C	1057	0		4.81	Homeodomain		ChIP-chip	17500587		1.68	0.398	GO:0004721	2.34	0.79	0.00	Add
PHO2	YDL106C	394	0		4.41	Homeodomain		ChIP-chip	15343339		2.92	0.366	GO:0007124	1.23	0.27	0.00	Add
PHO2	YDL106C	1843	0		4.01	Homeodomain		ChIP-chip	17947326		2.27	0.424	GO:0004672	1.64	0.10	0.00	Add
PHO2	YDL106C	1679	0		3.78	Homeodomain		ChIP-chip	17947326		2.68	0.730	GO:0032196	1.00	0.11	0.00	Add
PHO2	YDL106C	1207	0		3.40	Homeodomain		ChIP-chip	12399584		2.36	0.474	GO:0003674	0.49	0.55	0.00	Add
PHO2	YDL106C	1056	0		3.28	Homeodomain		ChIP-chip	17500587		2.41	0.389	GO:0007031	0.57	0.30	0.00	Add
PHD1	YKL043W	554	0		48.77	APSES		PBM	19111667		3.43	0.537	GO:0016020	37.03	0.72	7.58	Add
PHD1	YKL043W	832	0		38.08	APSES		PBM	19158363		2.62	0.560	GO:0005886	27.48	1.29	6.69	Add
PHD1	YKL043W	680	0		36.95	APSES		ChIP-chip	16522208		3.98	0.751	GO:0005576	30.85	2.11	0.00	Add
PHD1	YKL043W	891	0		26.25	APSES		ChIP-chip	18325926		2.75	0.449	GO:0016192	21.75	1.75	0.00	Add
PHD1	YKL043W	1842	0		18.61	APSES		ChIP-chip	17947326		2.76	0.577	GO:0051186	15.42	0.42	0.00	Add
PHD1	YKL043W	1054	0		5.65	APSES		ChIP-chip	17500587		2.09	0.406	GO:0004386	2.87	0.69	0.00	Add
PHD1	YKL043W	1675	0		5.13	APSES		ChIP-chip	17947326		2.40	0.381	GO:0007124	2.50	0.24	0.00	Add
PHD1	YKL043W	1676	0		3.82	APSES		ChIP-chip	17947326		1.18	0.565	GO:0004386	2.43	0.22	0.00	Add
PHD1	YKL043W	1239	0		3.21	APSES		ChIP-chip	12399584		1.97	0.594	GO:0016779	0.96	0.27	0.00	Add
PDR3	YBL005W	1385	0		34.62	Zinc cluster		MITOMI	20802496		7.61	0.641	GO:0006091	24.87	0.10	2.04	Add
PDR3	YBL005W	1386	0		33.64	Zinc cluster		MITOMI	20802496		6.67	0.631	GO:0006091	23.63	0.29	3.07	Add
PDR3	YBL005W	650	0		20.60	Zinc cluster		ChIP-chip	16522208		3.83	0.575	GO:0016491	9.74	0.03	6.99	Add
PDR3	YBL005W	2083	0		19.10	Zinc cluster		PBM	22189060		3.67	0.574	GO:0016491	7.19	0.30	7.93	Add
PDR3	YBL005W	1584	0		12.16	Zinc cluster		ChIP-chip, conservation, combination of existing motifs	17130146		2.57	0.549	GO:0005783	0.03	1.53	8.03	Add
PDR3	YBL005W	232	0		12.13	Zinc cluster		HT FDD PCR (transcript enrichment)	11557050		2.85	0.552	GO:0005783	1.40	0.87	7.01	Add
PDR3	YBL005W	2049	0		11.03	Zinc cluster		alignments of various mapped sites	10487868		2.11	0.698	GO:0003774	1.13	0.79	6.99	Add
PDR3	YBL005W	235	0		10.61	Zinc cluster		DNase footprinting	12453227		1.64	0.535	GO:0005783	0.70	1.00	7.26	Add
PDR3	YBL005W	2105	0		10.56	Zinc cluster		PBM	22189060		2.91	0.434	GO:0006520	5.96	1.69	0.00	Add
PDR3	YBL005W	240	0		9.09	Zinc cluster		DNase footprinting, site-turns-on-gene	9442049		1.80	0.545	GO:0016491	0.73	0.78	5.79	Add
PDR3	YBL005W	1053	0		4.80	Zinc cluster		ChIP-chip	17500587		4.28	0.458	GO:0016020	0.01	0.50	0.00	Add
PDR3	YBL005W	1841	0		3.08	Zinc cluster		ChIP-chip	17947326		1.87	0.442	GO:0023046	0.57	0.64	0.00	Add
PDR1	YGL013C	2152	0		14.68	Zinc cluster		PBM	19997485		3.20	0.464	GO:0005739	7.00	2.63	1.85	Add
PDR1	YGL013C	2061	0		13.81	Zinc cluster		ChIP-chip, structural prior	17438293		4.34	0.348	GO:0005815	4.96	1.45	3.06	Add
PDR1	YGL013C	1589	0		11.60	Zinc cluster		ChIP-chip, conservation, combination of existing motifs	17130146		2.57	0.549	GO:0005783	0.71	0.29	8.03	Add
PDR1	YGL013C	222	0		10.67	Zinc cluster		HT FDD PCR (transcript enrichment)	11557050		2.85	0.552	GO:0005783	0.49	0.32	7.01	Add
PDR1	YGL013C	863	0		10.60	Zinc cluster		PBM	19158363		3.90	0.460	GO:0005739	3.52	0.52	2.66	Add
PDR1	YGL013C	2048	0		10.06	Zinc cluster		alignments of various mapped sites	10487868		2.11	0.698	GO:0003774	0.72	0.23	6.99	Add
PDR1	YGL013C	214	0		9.68	Zinc cluster		DNase footprinting	12453227		1.64	0.535	GO:0005783	0.59	0.18	7.26	Add
PDR1	YGL013C	1305	0		8.76	Zinc cluster		Conservation	12748633		3.82	0.560	GO:0005783	0.57	0.46	3.90	Add
PDR1	YGL013C	225	0		8.42	Zinc cluster		DNase footprinting, site-turns-on-gene	9442049		1.80	0.545	GO:0016491	0.58	0.25	5.79	Add
PDR1	YGL013C	363	0		6.00	Zinc cluster		ChIP-chip	15343339		3.30	0.624	GO:0004386	1.44	1.25	0.00	Add
PDR1	YGL013C	614	0		6.00	Zinc cluster		ChIP-chip	16522208		3.28	0.623	GO:0004386	1.47	1.25	0.00	Add
PDR1	YGL013C	1840	0		5.61	Zinc cluster		ChIP-chip	17947326		3.15	0.620	GO:0004386	1.72	0.73	0.00	Add
PDR1	YGL013C	1052	0		5.02	Zinc cluster		ChIP-chip	17500587		3.02	0.442	GO:0005694	1.71	0.28	0.00	Add
PDR1	YGL013C	1051	0		4.09	Zinc cluster		ChIP-chip	17500587		1.72	0.534	GO:0005515	2.23	0.14	0.00	Add
PDR1	YGL013C	1238	0		3.57	Zinc cluster		ChIP-chip	12399584		2.68	0.469	GO:0016070	0.28	0.62	0.00	Add
PDR1	YGL013C	1674	0		3.11	Zinc cluster		ChIP-chip	17947326		1.79	0.459	GO:0005215	0.60	0.72	0.00	Add
PDC2	YDR081C	1839	0		2.37	Homeodomain		ChIP-chip	17947326		2.12	0.407	GO:0005618	0.25	0.00	0.00	Add
OTU1	YFL044C	1928	0		4.89	C2H2 ZF		ChIP-chip	17947326		3.19	0.612	GO:0008233	0.77	0.93	0.00	Add
OTU1	YFL044C	1274	0		2.91	C2H2 ZF		ChIP-chip	12399584		1.73	0.538	GO:0006259	0.37	0.82	0.00	Add
OPI1	YHL020C	1838	0		5.10	OPI1		ChIP-chip	17947326	Dubious	2.65	0.555	GO:0007005	1.81	0.64	0.00	Add
OPI1	YHL020C	1049	0		3.45	OPI1		ChIP-chip	17500587	Dubious	2.60	0.551	GO:0012505	0.32	0.52	0.00	Add
OPI1	YHL020C	642	0		3.34	OPI1		ChIP-chip	16522208	Dubious	2.37	0.530	GO:0006810	0.34	0.63	0.00	Add
OAF3	YKR064W	1171	0		5.50	Zinc cluster		ChIP-chip	17500587		3.84	0.551	GO:0006950	1.40	0.26	0.00	Add
OAF3	YKR064W	1934	0		4.02	Zinc cluster		ChIP-chip	17947326		2.68	0.431	GO:0005794	0.28	1.06	0.00	Add
Oaf1-Pip2-dimer	Oaf1-Pip2-dimer	1433	2		2.72	Zinc cluster		immunoblotting of various genes	12709061		1.64	0.472	GO:0006950	0.83	0.25	0.00	Add
Oaf1-Pip2-dimer	Oaf1-Pip2-dimer	1433	3		2.49	Zinc cluster		immunoblotting of various genes	12709061		1.88	0.549	GO:0030234	0.24	0.37	0.00	Add
Oaf1-Pip2-dimer	Oaf1-Pip2-dimer	1433	4		2.48	Zinc cluster		immunoblotting of various genes	12709061		2.05	0.560	GO:0051186	0.25	0.18	0.00	Add
Oaf1-Pip2-dimer	Oaf1-Pip2-dimer	1433	5		2.43	Zinc cluster		immunoblotting of various genes	12709061		1.89	0.557	GO:0051186	0.37	0.17	0.00	Add
Oaf1-Pip2-dimer	Oaf1-Pip2-dimer	1433	1		2.15	Zinc cluster		immunoblotting of various genes	12709061		1.54	0.578	GO:0007031	0.37	0.23	0.00	Add
OAF1	YAL051W	2149	0		22.13	Zinc cluster		PBM	19997485		7.92	0.613	GO:0016491	5.14	5.79	3.28	Add
OAF1	YAL051W	2219	0		14.08	Zinc cluster		PBM	19997485		4.42	0.427	GO:0005740	4.08	1.38	4.20	Add
OAF1	YAL051W	482	0		13.87	Zinc cluster		PBM	19111667		5.61	0.619	GO:0006091	1.84	2.32	4.10	Add
OAF1	YAL051W	867	0		8.98	Zinc cluster		PBM	19158363		3.37	0.615	GO:0045333	0.64	0.89	4.08	Add
OAF1	YAL051W	1048	0		7.00	Zinc cluster		ChIP-chip	17500587		3.66	0.580	GO:0005856	2.83	0.51	0.00	Add
OAF1	YAL051W	1837	0		3.93	Zinc cluster		ChIP-chip	17947326		1.98	0.590	GO:0005618	1.62	0.34	0.00	Add
NRG2	YBR066C	2082	0		9.26	C2H2 ZF		PBM	22189060		4.70	0.429	GO:0042254	0.00	0.00	4.56	Add
NRG2	YBR066C	1384	0		8.95	C2H2 ZF		MITOMI	20802496		3.83	0.461	GO:0016070	0.00	0.00	5.12	Add
NRG2	YBR066C	1382	0		3.20	C2H2 ZF		MITOMI	20802496		3.20	0.434	GO:0003723	0.00	0.00	0.00	Add
NRG1	YDR043C	2218	0		41.61	C2H2 ZF		PBM	19997485		8.10	0.440	GO:0016070	27.07	1.20	5.25	Add
NRG1	YDR043C	598	0		34.15	C2H2 ZF		ChIP-chip	16522208		4.08	0.459	GO:0016070	23.22	0.75	6.10	Add
NRG1	YDR043C	904	0		31.01	C2H2 ZF		ChIP-chip	18325926		1.90	0.661	GO:0005576	27.08	2.03	0.00	Add
NRG1	YDR043C	375	0		29.44	C2H2 ZF		ChIP-chip	15343339		3.48	0.441	GO:0006259	18.76	0.63	6.57	Add
NRG1	YDR043C	1548	0		26.74	C2H2 ZF		ChIP-chip, conservation, combination of existing motifs	17130146		3.82	0.584	GO:0005624	17.88	0.09	4.95	Add
NRG1	YDR043C	1672	0		26.45	C2H2 ZF		ChIP-chip	17947326		5.72	0.420	GO:0042254	13.67	0.72	6.34	Add
NRG1	YDR043C	449	0		24.16	C2H2 ZF		EMSA, DNase protection	10022891		7.65	0.442	GO:0016070	16.36	0.15	0.00	Add
NRG1	YDR043C	788	0		23.74	C2H2 ZF		PBM	19158363		4.18	0.459	GO:0016070	13.35	0.54	5.67	Add
NRG1	YDR043C	1836	0		8.88	C2H2 ZF		ChIP-chip	17947326		2.20	0.441	GO:0005856	5.80	0.89	0.00	Add
NRG1	YDR043C	1673	0		7.43	C2H2 ZF		ChIP-chip	17947326		1.93	0.541	GO:0005783	4.33	1.17	0.00	Add
NRG1	YDR043C	1046	0		6.73	C2H2 ZF		ChIP-chip	17500587		1.94	0.663	GO:0005576	4.60	0.19	0.00	Add
NRG1	YDR043C	1237	0		4.97	C2H2 ZF		ChIP-chip	12399584		2.20	0.558	GO:0005773	2.58	0.19	0.00	Add
NRG1	YDR043C	1047	0		3.44	C2H2 ZF		ChIP-chip	17500587		2.73	0.459	GO:0006950	0.35	0.36	0.00	Add
NNF2	YGR089W	1835	0		3.58			ChIP-chip	17947326	Dubious	3.02	0.747	GO:0032196	0.24	0.32	0.00	Add
NHP6B	YBR089C-A	2147	0		7.39	Sox		PBM	19997485		3.32	0.463	GO:0005739	0.00	0.00	4.07	Add
NHP6B	YBR089C-A	2217	0		7.33	Sox		PBM	19997485		3.09	0.465	GO:0005739	0.00	0.00	4.23	Add
NHP6A	YPR052C	2216	0		15.07	Sox		PBM	19997485		2.57	0.612	GO:0005815	10.49	0.00	2.00	Add
NHP6A	YPR052C	2146	0		13.98	Sox		PBM	19997485		2.63	0.613	GO:0005815	9.32	0.00	2.03	Add
NDT80	YHR124W	206	0		15.97	Ndt80/PhoG		EMSA, mutational analysis, multiple site analysis	9660952		2.84	0.446	GO:0012505	1.89	0.06	11.19	Add
NDT80	YHR124W	2145	0		15.96	Ndt80/PhoG		PBM	19997485		3.39	0.438	GO:0005740	8.44	1.51	2.62	Add
NDT80	YHR124W	2215	0		15.58	Ndt80/PhoG		PBM	19997485		6.24	0.584	GO:0042254	6.79	0.03	2.52	Add
NDT80	YHR124W	719	0		15.42	Ndt80/PhoG		EMSA, mutational analysis, multiple site analysis	9660952		2.53	0.452	GO:0005783	1.86	0.16	10.86	Add
NDT80	YHR124W	829	0		11.64	Ndt80/PhoG		PBM	19158363		3.18	0.434	GO:0003723	3.73	0.50	4.23	Add
NDT80	YHR124W	1045	0		4.76	Ndt80/PhoG		ChIP-chip	17500587		2.11	0.553	GO:0005730	2.37	0.28	0.00	Add
NDT80	YHR124W	1304	0		4.60	Ndt80/PhoG		Conservation	12748633		3.43	0.597	GO:0031505	0.50	0.67	0.00	Add
NDT80	YHR124W	1834	0		2.15	Ndt80/PhoG		ChIP-chip	17947326		1.84	0.250	GO:0045182	0.21	0.10	0.00	Add
NDD1	YOR372C	701	0		12.65			ChIP-chip	16522208	Dubious	3.21	0.443	GO:0005198	9.24	0.20	0.00	Add
NDD1	YOR372C	2006	0		8.43			ChIP-chip	17947326	Dubious	2.68	0.563	GO:0006520	4.56	1.19	0.00	Add
NDD1	YOR372C	1833	0		6.11			ChIP-chip	17947326	Dubious	1.85	0.560	GO:0051186	3.42	0.85	0.00	Add
NDD1	YOR372C	1236	0		3.60			ChIP-chip	12399584	Dubious	2.08	0.447	GO:0006520	0.96	0.55	0.00	Add
NDD1	YOR372C	1044	0		2.59			ChIP-chip	17500587	Dubious	1.28	0.583	GO:0006766	1.08	0.23	0.00	Add
MTH1	YDR277C	1832	0		8.18			ChIP-chip	17947326	Dubious	2.29	0.474	GO:0003674	5.77	0.12	0.00	Add
MTH1	YDR277C	1671	0		7.06			ChIP-chip	17947326	Dubious	2.28	0.451	GO:0005740	4.73	0.05	0.00	Add
MSS11	YMR164C	1670	0		3.82			ChIP-chip	17947326	Dubious	1.16	0.470	GO:0016192	2.08	0.58	0.00	Add
MSS11	YMR164C	1831	0		3.49			ChIP-chip	17947326	Dubious	1.64	0.413	GO:0006997	1.50	0.35	0.00	Add
MSS11	YMR164C	1235	0		2.77			ChIP-chip	12399584	Dubious	2.03	0.578	GO:0000746	0.60	0.14	0.00	Add
MSN4	YKL062W	613	0		70.39	C2H2 ZF		ChIP-chip	16522208		9.35	0.396	GO:0042254	33.62	23.93	3.48	Add
MSN4	YKL062W	1590	0		62.05	C2H2 ZF		ChIP-chip, conservation, combination of existing motifs	17130146		5.93	0.450	GO:0016070	26.36	24.27	5.48	Add
MSN4	YKL062W	1667	0		60.56	C2H2 ZF		ChIP-chip	17947326		6.21	0.417	GO:0042254	32.57	19.03	2.75	Add
MSN4	YKL062W	1042	0		34.69	C2H2 ZF		ChIP-chip	17500587		1.65	0.480	GO:0005737	30.35	2.69	0.00	Add
MSN4	YKL062W	1040	0		24.42	C2H2 ZF		ChIP-chip	17500587		2.57	0.433	GO:0005794	21.00	0.85	0.00	Add
MSN4	YKL062W	1303	0		19.59	C2H2 ZF		Conservation	12748633		5.85	0.450	GO:0016070	6.14	4.14	3.46	Add
MSN4	YKL062W	1669	0		14.86	C2H2 ZF		ChIP-chip	17947326		2.10	0.548	GO:0003677	11.71	1.05	0.00	Add
MSN4	YKL062W	1666	0		12.86	C2H2 ZF		ChIP-chip	17947326		2.61	0.527	GO:0005737	6.92	3.34	0.00	Add
MSN4	YKL062W	1668	0		5.87	C2H2 ZF		ChIP-chip	17947326		2.68	0.615	GO:0006725	2.55	0.64	0.00	Add
MSN4	YKL062W	1830	0		5.66	C2H2 ZF		ChIP-chip	17947326		1.88	0.405	GO:0006997	3.25	0.53	0.00	Add
MSN4	YKL062W	1234	0		3.91	C2H2 ZF		ChIP-chip	12399584		2.63	0.588	GO:0000910	0.26	1.02	0.00	Add
MSN4	YKL062W	1041	0		3.66	C2H2 ZF		ChIP-chip	17500587		2.57	0.405	GO:0006457	0.35	0.74	0.00	Add
MSN4	YKL062W	1043	0		3.27	C2H2 ZF		ChIP-chip	17500587		2.24	0.598	GO:0004386	0.58	0.45	0.00	Add
MSN2	YMR037C	1381	0		54.86	C2H2 ZF		MITOMI	20802496		8.19	0.646	GO:0006091	13.85	32.82	0.00	Add
MSN2	YMR037C	1379	0		53.55	C2H2 ZF		MITOMI	20802496		8.41	0.648	GO:0006091	14.17	30.96	0.00	Add
MSN2	YMR037C	633	0		50.97	C2H2 ZF		ChIP-chip	16522208		9.19	0.397	GO:0042254	9.14	29.44	3.21	Add
MSN2	YMR037C	503	0		48.55	C2H2 ZF		PBM	19111667		6.83	0.446	GO:0016070	7.25	29.85	4.62	Add
MSN2	YMR037C	1585	0		43.64	C2H2 ZF		ChIP-chip, conservation, combination of existing motifs	17130146		5.93	0.450	GO:0016070	7.69	25.24	4.79	Add
MSN2	YMR037C	1663	0		37.61	C2H2 ZF		ChIP-chip	17947326		6.52	0.414	GO:0042254	7.18	20.56	3.36	Add
MSN2	YMR037C	1664	0		29.48	C2H2 ZF		ChIP-chip	17947326		5.76	0.451	GO:0016070	6.80	14.39	2.53	Add
MSN2	YMR037C	1035	0		23.94	C2H2 ZF		ChIP-chip	17500587		5.04	0.588	GO:0016491	6.90	12.00	0.00	Add
MSN2	YMR037C	385	0		18.60	C2H2 ZF		ChIP-chip	15343339		2.63	0.449	GO:0042254	4.88	8.19	2.89	Add
MSN2	YMR037C	1662	0		17.49	C2H2 ZF		ChIP-chip	17947326		5.33	0.590	GO:0005886	9.96	2.20	0.00	Add
MSN2	YMR037C	1302	0		16.09	C2H2 ZF		Conservation	12748633		5.85	0.450	GO:0016070	2.59	4.00	3.65	Add
MSN2	YMR037C	1036	0		12.22	C2H2 ZF		ChIP-chip	17500587		4.01	0.598	GO:0006091	0.91	4.02	3.28	Add
MSN2	YMR037C	1038	0		11.90	C2H2 ZF		ChIP-chip	17500587		2.09	0.399	GO:0007033	7.07	2.74	0.00	Add
MSN2	YMR037C	1829	0		5.94	C2H2 ZF		ChIP-chip	17947326		3.35	0.557	GO:0005783	2.31	0.28	0.00	Add
MSN2	YMR037C	1037	0		3.41	C2H2 ZF		ChIP-chip	17500587		2.44	0.562	GO:0030234	0.36	0.62	0.00	Add
MSN2	YMR037C	1665	0		3.37	C2H2 ZF		ChIP-chip	17947326		1.87	0.596	GO:0007031	0.85	0.65	0.00	Add
MSN2	YMR037C	1233	0		3.26	C2H2 ZF		ChIP-chip	12399584		1.92	0.341	GO:0005576	0.87	0.47	0.00	Add
MSN2	YMR037C	1039	0		3.17	C2H2 ZF		ChIP-chip	17500587		2.02	0.430	GO:0004672	0.72	0.43	0.00	Add
MSN1	YOL116W	1377	0		15.22	GCR1		MITOMI	20802496		2.56	0.603	GO:0008289	7.34	0.90	4.41	Add
MSN1	YOL116W	2104	0		14.11	GCR1		PBM	22189060		3.33	0.638	GO:0016853	5.10	1.00	4.68	Add
MSN1	YOL116W	2081	0		8.45	GCR1		PBM	22189060		1.83	0.554	GO:0005624	5.84	0.77	0.00	Add
MSN1	YOL116W	1828	0		3.97	GCR1		ChIP-chip	17947326		2.51	0.416	GO:0007126	0.48	0.98	0.00	Add
MSN1	YOL116W	1034	0		2.93	GCR1		ChIP-chip	17500587		2.19	0.449	GO:0016044	0.68	0.06	0.00	Add
MSN1	YOL116W	1232	0		2.76	GCR1		ChIP-chip	12399584		1.60	0.586	GO:0006997	0.46	0.70	0.00	Add
MOT3	YMR070W	1659	0		15.82	C2H2 ZF		ChIP-chip	17947326		3.77	0.575	GO:0016491	9.13	2.91	0.00	Add
MOT3	YMR070W	597	0		14.43	C2H2 ZF		ChIP-chip	16522208		1.66	0.459	GO:0007005	1.49	3.08	8.20	Add
MOT3	YMR070W	352	0		12.97	C2H2 ZF		EMSA, site-turns-on-gene	9611199		2.08	0.453	GO:0007005	1.34	2.53	7.02	Add
MOT3	YMR070W	2103	0		8.54	C2H2 ZF		PBM	22189060		2.97	0.457	GO:0006350	5.03	0.54	0.00	Add
MOT3	YMR070W	1032	0		7.81	C2H2 ZF		ChIP-chip	17500587		1.91	0.588	GO:0016829	2.00	0.35	3.55	Add
MOT3	YMR070W	1031	0		7.40	C2H2 ZF		ChIP-chip	17500587		6.07	0.413	GO:0005740	1.12	0.21	0.00	Add
MOT3	YMR070W	1030	0		7.23	C2H2 ZF		ChIP-chip	17500587		3.30	0.442	GO:0005198	3.43	0.50	0.00	Add
MOT3	YMR070W	1660	0		7.16	C2H2 ZF		ChIP-chip	17947326		1.90	0.539	GO:0006412	3.00	2.26	0.00	Add
MOT3	YMR070W	193	0		6.43	C2H2 ZF		EMSA, DNase protection	9528759		2.29	0.571	GO:0006091	1.59	2.55	0.00	Add
MOT3	YMR070W	1661	0		6.39	C2H2 ZF		ChIP-chip	17947326		4.50	0.593	GO:0005624	0.50	1.39	0.00	Add
MOT3	YMR070W	1033	0		4.68	C2H2 ZF		ChIP-chip	17500587		3.03	0.447	GO:0005783	0.30	1.34	0.00	Add
MOT3	YMR070W	1827	0		3.47	C2H2 ZF		ChIP-chip	17947326		1.98	0.432	GO:0007059	1.12	0.37	0.00	Add
MOT3	YMR070W	1231	0		2.53	C2H2 ZF		ChIP-chip	12399584		1.40	0.556	GO:0031505	1.01	0.12	0.00	Add
MOT2	YER068W	356	0		4.84	RRM		ChIP-chip	15343339		2.19	0.442	GO:0005773	1.81	0.84	0.00	Add
MOT2	YER068W	1870	0		4.01	RRM		ChIP-chip	17947326		2.30	0.616	GO:0007124	1.31	0.40	0.00	Add
MOT2	YER068W	1102	0		3.73	RRM		ChIP-chip	17500587		1.60	0.520	GO:0005737	1.74	0.39	0.00	Add
MOT2	YER068W	1711	0		2.35	RRM		ChIP-chip	17947326		1.55	0.481	GO:0005737	0.62	0.18	0.00	Add
MIG3	YER028C	501	0		42.36	C2H2 ZF		PBM	19111667		6.98	0.674	GO:0045333	29.60	1.48	4.29	Add
MIG3	YER028C	874	0		13.34	C2H2 ZF		PBM	19158363		3.52	0.591	GO:0006091	6.34	0.16	3.32	Add
MIG3	YER028C	1826	0		4.72	C2H2 ZF		ChIP-chip	17947326		2.47	0.388	GO:0007033	1.97	0.27	0.00	Add
MIG3	YER028C	1029	0		3.67	C2H2 ZF		ChIP-chip	17500587		2.61	0.585	GO:0007126	0.94	0.12	0.00	Add
MIG2	YGL209W	523	0		86.50	C2H2 ZF		PBM	19111667		5.81	0.657	GO:0045333	73.11	2.78	4.81	Add
MIG2	YGL209W	1028	0		75.08	C2H2 ZF		ChIP-chip	17500587		3.28	0.653	GO:0004721	71.60	0.20	0.00	Add
MIG2	YGL209W	882	0		23.58	C2H2 ZF		ChIP-chip	16900145		1.81	0.446	GO:0070271	20.91	0.85	0.00	Add
MIG2	YGL209W	802	0		22.84	C2H2 ZF		PBM	19158363		2.13	0.568	GO:0006091	16.10	0.92	3.68	Add
MIG2	YGL209W	1825	0		5.43	C2H2 ZF		ChIP-chip	17947326		2.09	0.543	GO:0005783	2.98	0.35	0.00	Add
MIG2	YGL209W	1027	0		4.39	C2H2 ZF		ChIP-chip	17500587		3.81	0.629	GO:0005618	0.28	0.30	0.00	Add
MIG2	YGL209W	1658	0		3.34	C2H2 ZF		ChIP-chip	17947326		2.71	0.450	GO:0005783	0.44	0.19	0.00	Add
MIG1	YGL035C	555	0		23.23	C2H2 ZF		PBM	19111667		5.65	0.619	GO:0006091	9.29	0.85	7.43	Add
MIG1	YGL035C	1994	0		22.11	C2H2 ZF		PBM	17947326		5.67	0.655	GO:0045333	7.70	1.24	7.49	Add
MIG1	YGL035C	1547	0		16.78	C2H2 ZF		ChIP-chip, conservation, combination of existing motifs	17130146		2.13	0.594	GO:0005618	2.52	1.32	10.81	Add
MIG1	YGL035C	654	0		15.75	C2H2 ZF		ChIP-chip	16522208		2.01	0.459	GO:0006412	3.81	1.56	8.37	Add
MIG1	YGL035C	2047	0		13.04	C2H2 ZF		alignments of various mapped sites	10487868		2.09	0.610	GO:0007124	0.37	0.81	9.77	Add
MIG1	YGL035C	868	0		12.69	C2H2 ZF		PBM	19158363		3.11	0.585	GO:0006091	2.58	0.89	6.11	Add
MIG1	YGL035C	1301	0		5.50	C2H2 ZF		Conservation	12748633		1.52	0.556	GO:0016023	0.30	0.37	3.31	Add
MIG1	YGL035C	1230	0		3.88	C2H2 ZF		ChIP-chip	12399584		3.06	0.614	GO:0005618	0.36	0.47	0.00	Add
MIG1	YGL035C	1657	0		3.57	C2H2 ZF		ChIP-chip	17947326		3.30	0.378	GO:0005618	0.05	0.23	0.00	Add
MIG1	YGL035C	1824	0		3.47	C2H2 ZF		ChIP-chip	17947326		1.53	0.464	GO:0042254	1.54	0.40	0.00	Add
MIG1	YGL035C	1026	0		1.86	C2H2 ZF		ChIP-chip	17500587		1.26	0.530	GO:0005783	0.47	0.13	0.00	Add
MGA1	YGR249W	809	0		10.30	HSF		PBM	19158363		2.23	0.435	GO:0023046	2.59	2.34	3.14	Add
MGA1	YGR249W	1462	0		6.77	HSF		ChIP-chip, structural prior	17438293		4.22	0.580	GO:0016491	2.30	0.24	0.00	Add
MGA1	YGR249W	1823	0		5.33	HSF		ChIP-chip	17947326		3.18	0.388	GO:0045333	1.23	0.93	0.00	Add
MGA1	YGR249W	1025	0		5.19	HSF		ChIP-chip	17500587		3.30	0.441	GO:0012505	1.37	0.53	0.00	Add
MGA1	YGR249W	1656	0		4.58	HSF		ChIP-chip	17947326		2.66	0.436	GO:0044255	1.17	0.75	0.00	Add
